0 0.00206989
1 0.00218805
2 0.00201993
3 0.00207628
4 0.00204244
5 0.0020508
6 0.00204523
7 0.0020441
8 0.0020444
9 0.00204919
10 0.00204267
11 0.00204262
12 0.00204325
13 0.0020432
14 0.0020453
15 0.00204877
16 0.00204059
17 0.00204416
18 0.00204704
19 0.00205752
20 0.0019876
21 0.00200674
22 0.00204976
23 0.00198793
24 0.00201882
25 0.00227119
26 0.00204341
27 0.00205554
28 0.00208824
29 0.00206654
30 0.00204509
31 0.00204386
32 0.00204824
33 0.00204349
34 0.00204243
35 0.00200289
36 0.00206313
37 0.0021318
38 0.00217258
39 0.00204433
40 0.00204292
41 0.00204787
42 0.00198863
43 0.00199048
44 0.0020132
45 0.00218285
46 0.00209948
47 0.00210972
48 0.00198871
49 0.00198846
50 0.00198526
51 0.00198756
52 0.0019874
53 0.00198884
54 0.00202327
55 0.00210809
56 0.00209441
57 0.00198856
58 0.00198673
59 0.0019865
60 0.00199101
61 0.00198862
62 0.00198967
63 0.00198687
64 0.00198688
65 0.00199071
66 0.0020645
67 0.00200332
68 0.00198704
69 0.00198897
70 0.00198785
71 0.00202597
72 0.00200261
73 0.00199335
74 0.0022221
75 0.0019885
76 0.00198567
77 0.00198795
78 0.00198791
79 0.00198838
80 0.00199053
81 0.00198792
82 0.00199102
83 0.00199546
84 0.00199093
85 0.00198836
86 0.00199479
87 0.00211952
88 0.00199613
89 0.00198901
90 0.001989
91 0.00198946
92 0.00199033
93 0.00198915
94 0.00198883
95 0.00198904
96 0.00199051
97 0.00210801
98 0.00198949
99 0.00199029
