0 0.1008
1 0.100072
2 0.0996853
3 0.0987143
4 0.0978604
5 0.0986195
6 0.0984572
7 0.0976167
8 0.0976204
9 0.0978048
10 0.0981734
11 0.0975505
12 0.0990704
13 0.0978092
14 0.0978469
15 0.0978416
16 0.0975021
17 0.0969749
18 0.097839
19 0.0972005
20 0.097653
21 0.0972588
22 0.0984288
23 0.097558
24 0.0978304
25 0.0976886
26 0.097615
27 0.0972069
28 0.0978736
29 0.0975534
30 0.0974985
31 0.0972474
32 0.0989147
33 0.0975605
34 0.0983218
35 0.0983818
36 0.0980764
37 0.0975295
38 0.0976316
39 0.097374
40 0.0981055
41 0.0983601
42 0.0994447
43 0.0983237
44 0.0972061
45 0.097823
46 0.0974549
47 0.0972325
48 0.0984985
49 0.114153
50 0.0970512
51 0.0979309
52 0.0983822
53 0.0984484
54 0.0972188
55 0.0972805
56 0.0974002
57 0.0972695
58 0.0976296
59 0.0979995
60 0.0972098
61 0.0977194
62 0.09697
63 0.0981451
64 0.0970921
65 0.0975333
66 0.0970391
67 0.0973809
68 0.0970017
69 0.0977561
70 0.0967771
71 0.0976749
72 0.0971532
73 0.0998823
74 0.0981487
75 0.0976556
76 0.0968353
77 0.0981072
78 0.101059
79 0.121076
80 0.129967
81 0.121744
82 0.108983
83 0.0988972
84 0.105077
85 0.10422
86 0.101378
87 0.101095
88 0.0991843
89 0.107684
90 0.100349
91 0.104338
92 0.117194
93 0.145829
94 0.132069
95 0.127627
96 0.131721
97 0.125081
98 0.100428
99 0.115992
