0 0.0998999
1 0.100026
2 0.099268
3 0.098879
4 0.0989334
5 0.0989475
6 0.100057
7 0.0993229
8 0.099248
9 0.0992249
10 0.0992828
11 0.100034
12 0.0994713
13 0.0992648
14 0.099434
15 0.0993748
16 0.0998086
17 0.0990271
18 0.104016
19 0.102014
20 0.0993224
21 0.0999946
22 0.100037
23 0.0994976
24 0.0991916
25 0.0993626
26 0.100139
27 0.0999369
28 0.0996474
29 0.0992446
30 0.0994506
31 0.100632
32 0.104116
33 0.103752
34 0.0990421
35 0.0990254
36 0.0995841
37 0.0991456
38 0.119763
39 0.10088
40 0.0993161
41 0.10318
42 0.103086
43 0.0999061
44 0.101799
45 0.098909
46 0.100079
47 0.0989406
48 0.0990698
49 0.0989465
50 0.0994234
51 0.0997931
52 0.0995173
53 0.0989294
54 0.0991065
55 0.0989367
56 0.0998648
57 0.0989062
58 0.100664
59 0.099334
60 0.0993364
61 0.101605
62 0.100098
63 0.0990379
64 0.0998501
65 0.0990775
66 0.100045
67 0.0996041
68 0.10182
69 0.0992288
70 0.099873
71 0.101042
72 0.0992772
73 0.0991207
74 0.098888
75 0.101119
76 0.101577
77 0.101119
78 0.101643
79 0.102096
80 0.102039
81 0.101978
82 0.101664
83 0.101813
84 0.102154
85 0.101647
86 0.102163
87 0.101628
88 0.108343
89 0.101393
90 0.101812
91 0.101934
92 0.101692
93 0.102184
94 0.102224
95 0.102119
96 0.101707
97 0.101775
98 0.102397
99 0.101734
