0 0.00242606
1 0.00208945
2 0.00199567
3 0.00199167
4 0.00204663
5 0.00221165
6 0.00203182
7 0.00201731
8 0.0020992
9 0.00204678
10 0.00218978
11 0.0020309
12 0.002081
13 0.00201508
14 0.00202581
15 0.00215068
16 0.00201964
17 0.00211523
18 0.00209015
19 0.00203702
20 0.0022685
21 0.00208184
22 0.00205116
23 0.00198845
24 0.00208489
25 0.00228312
26 0.00220135
27 0.00216968
28 0.00206642
29 0.00200276
30 0.00210377
31 0.00243235
32 0.0020236
33 0.00204179
34 0.00200822
35 0.00208825
36 0.00206564
37 0.00213365
38 0.00217432
39 0.00210201
40 0.00208411
41 0.00201877
42 0.00207998
43 0.00217344
44 0.00225686
45 0.00248327
46 0.0023304
47 0.00215867
48 0.00204455
49 0.00205662
50 0.00199227
51 0.00201205
52 0.00199079
53 0.00198955
54 0.00199674
55 0.00199254
56 0.00200402
57 0.00199648
58 0.00199141
59 0.00210199
60 0.00199053
61 0.00200333
62 0.00202562
63 0.00199151
64 0.00199636
65 0.00198904
66 0.00212691
67 0.00201204
68 0.00205933
69 0.00215313
70 0.00207004
71 0.00203585
72 0.00202271
73 0.00205674
74 0.00202099
75 0.00208437
76 0.0020909
77 0.00226374
78 0.00218367
79 0.00238354
80 0.00219661
81 0.00201948
82 0.0020622
83 0.00201911
84 0.00201518
85 0.00213788
86 0.00217936
87 0.00209118
88 0.00206387
89 0.00208015
90 0.00201446
91 0.002081
92 0.00198887
93 0.00216588
94 0.00200396
95 0.00210191
96 0.00209016
97 0.00206696
98 0.00214618
99 0.00207588
