0 0.00260186
1 0.00269065
2 0.00281708
3 0.00257037
4 0.00254408
5 0.00245522
6 0.00245655
7 0.00259852
8 0.00283906
9 0.00282543
10 0.00259962
11 0.00254022
12 0.00243903
13 0.00251707
14 0.00270707
15 0.00300205
16 0.00279744
17 0.00270377
18 0.00245113
19 0.00261344
20 0.00278775
21 0.00267484
22 0.00259218
23 0.00249654
24 0.00246444
25 0.00243199
26 0.00247879
27 0.00300904
28 0.00289081
29 0.0025114
30 0.00245691
31 0.00241782
32 0.00254895
33 0.00277869
34 0.00283179
35 0.00252619
36 0.00237515
37 0.00237979
38 0.0023929
39 0.00242879
40 0.00287525
41 0.00267277
42 0.00237167
43 0.00235746
44 0.0023062
45 0.00244333
46 0.00245758
47 0.00274724
48 0.00255723
49 0.00236848
50 0.00227774
51 0.00222785
52 0.00232068
53 0.00258626
54 0.002795
55 0.00248063
56 0.00237668
57 0.00232741
58 0.00227221
59 0.002352
60 0.00231823
61 0.00233708
62 0.00227062
63 0.00221318
64 0.00218631
65 0.00219917
66 0.00222001
67 0.00216733
68 0.00211895
69 0.00204424
70 0.00204675
71 0.00204226
72 0.0020305
73 0.00198974
74 0.00199467
75 0.00198652
76 0.00198635
77 0.00199042
78 0.00202685
79 0.00203073
80 0.00198948
81 0.00198694
82 0.00207062
83 0.00203631
84 0.00205128
85 0.00202523
86 0.0019866
87 0.00198992
88 0.00198717
89 0.00198648
90 0.00198678
91 0.00199806
92 0.00198837
93 0.00198846
94 0.00199127
95 0.00198863
96 0.00203955
97 0.00198676
98 0.00199233
99 0.00199561
